AÑO;MES;DIA;HORA;VERANO(1)/INVIERNO(0);COEF. PERFIL P2.0TD;COEF. PERFIL P3.0TD;COEF. PERFIL P3.0TDVE
2021;6;15;13;1;0,000122124119;0,000188605149;0,000254952135
2021;6;15;14;1;0,000132183735;0,000182051346;0,000259479583
2021;6;15;15;1;0,000132500968;0,000165460401;0,000260949053
2021;6;15;16;1;0,000121919399;0,000158364085;0,000289238449
2021;6;15;17;1;0,000116803700;0,000158280080;0,000286245043
2021;6;15;18;1;0,000117257322;0,000158799351;0,000269449180
2021;6;15;19;1;0,000118402689;0,000154001431;0,000279662471
2021;6;15;20;1;0,000120143044;0,000146320819;0,000258464375
2021;6;15;21;1;0,000127284094;0,000136258000;0,000273543143
2021;6;15;22;1;0,000140178673;0,000129516185;0,000237620591
2021;6;15;23;1;0,000142523618;0,000126832912;0,000187434021
2021;6;15;24;1;0,000121645196;0,000115286737;0,000133633577
2021;6;16;1;1;0,000098516273;0,000104372313;0,000094189280
2021;6;16;2;1;0,000082085202;0,000098869929;0,000068334031
2021;6;16;3;1;0,000073209978;0,000095792257;0,000053023115
2021;6;16;4;1;0,000068711821;0,000094183475;0,000034688726
2021;6;16;5;1;0,000066724172;0,000094117784;0,000034064120
2021;6;16;6;1;0,000067208337;0,000096487806;0,000029598992
2021;6;16;7;1;0,000070774611;0,000100161314;0,000028563914
2021;6;16;8;1;0,000081555457;0,000111162141;0,000056631147
2021;6;16;9;1;0,000096385975;0,000144129809;0,000111389032
2021;6;16;10;1;0,000105782426;0,000166607594;0,000190218450
2021;6;16;11;1;0,000112776907;0,000177880874;0,000273746041
2021;6;16;12;1;0,000115820852;0,000183052951;0,000250928726
2021;6;16;13;1;0,000121034928;0,000186588808;0,000252538908
2021;6;16;14;1;0,000130860485;0,000180020461;0,000257023503
2021;6;16;15;1;0,000131221150;0,000163638775;0,000258479064
2021;6;16;16;1;0,000120648753;0,000156569057;0,000286500688
2021;6;16;17;1;0,000115499646;0,000156435789;0,000283535617
2021;6;16;18;1;0,000116058404;0,000157012735;0,000266898733
2021;6;16;19;1;0,000116857047;0,000152083861;0,000277015351
2021;6;16;20;1;0,000118575306;0,000144499884;0,000256017904
2021;6;16;21;1;0,000125717300;0,000134605467;0,000270953945
2021;6;16;22;1;0,000138205799;0,000127848878;0,000235371415
2021;6;16;23;1;0,000140686915;0,000125262917;0,000185659881
2021;6;16;24;1;0,000119773490;0,000113737951;0,000132368681
2021;6;17;1;1;0,000096353676;0,000100848773;0,000090951496
2021;6;17;2;1;0,000080413924;0,000095598487;0,000065985030
2021;6;17;3;1;0,000071612240;0,000092562814;0,000051200430
2021;6;17;4;1;0,000067318497;0,000091069168;0,000033496291
2021;6;17;5;1;0,000065345146;0,000090989587;0,000032893156
2021;6;17;6;1;0,000065794596;0,000093264937;0,000028581518
2021;6;17;7;1;0,000069033239;0,000096665562;0,000027582022
2021;6;17;8;1;0,000079504256;0,000107257301;0,000054684436
2021;6;17;9;1;0,000094130057;0,000139173017;0,000107560003
2021;6;17;10;1;0,000103201975;0,000160807750;0,000183679637
2021;6;17;11;1;0,000109745125;0,000171501904;0,000264335943
2021;6;17;12;1;0,000112635170;0,000176440448;0,000242302980
2021;6;17;13;1;0,000117583584;0,000179769320;0,000243857812
2021;6;17;14;1;0,000126566033;0,000173114896;0,000248188248
2021;6;17;15;1;0,000126017172;0,000156887474;0,000249593773
2021;6;17;16;1;0,000115824483;0,000150087668;0,000276652147
2021;6;17;17;1;0,000110373695;0,000149668972;0,000273789000
2021;6;17;18;1;0,000111059081;0,000150307783;0,000257724014
2021;6;17;19;1;0,000112338826;0,000145875040;0,000267492870
2021;6;17;20;1;0,000114413322;0,000138818472;0,000247217216
2021;6;17;21;1;0,000121879673;0,000129572147;0,000261639827
2021;6;17;22;1;0,000134571690;0,000123295217;0,000227280456
2021;6;17;23;1;0,000137380590;0,000120949299;0,000179277771
